re_code,m_code,g_code,reservation_no,r_code,booker_name,reserved_at,check_in_date,check_out_date,original_price,discount_rate,coupon_used,final_price,cancel,cancel_date,review_status
1325,122,0,R-2026-02-12-00000002,355,user122,2026-02-12 11:25,2026-02-15,2026-02-17,308000,0,0,308000,0,,1
1326,123,0,R-2026-02-12-00000003,393,user123,2026-02-12 12:30,2026-02-16,2026-02-19,519000,0,0,519000,0,,1
1327,124,0,R-2026-02-12-00000004,214,user124,2026-02-12 13:35,2026-02-17,2026-02-18,175500,0,0,175500,0,,1
1328,0,185,R-20260212-x0y1z2a3,185,guest185,2026-02-12 14:14,2026-02-14,2026-02-18,615200,10,0,553680,0,,0
1329,125,0,R-2026-02-12-00000005,222,user125,2026-02-12 14:40,2026-02-18,2026-02-20,212000,10,0,277200,0,,1
1330,126,0,R-2026-02-12-00000006,306,user126,2026-02-12 15:45,2026-02-19,2026-02-22,122000,10,0,448200,0,,1
1331,127,0,R-2026-02-12-00000007,67,user127,2026-02-12 16:50,2026-02-13,2026-02-14,151000,10,0,160200,1,2026-02-13 16:50,0
1332,128,0,R-2026-02-12-00000008,118,user128,2026-02-12 17:55,2026-02-20,2026-02-22,238000,0,0,238000,0,,1
1333,129,0,R-2026-02-12-00000009,396,user129,2026-02-12 19:00,2026-02-15,2026-02-18,192000,10,0,545400,0,,1
1334,130,0,R-2026-02-12-0000000a,110,user130,2026-02-12 20:05,2026-02-16,2026-02-17,150000,10,0,88200,0,,1
1335,131,0,R-2026-02-12-0000000b,416,user131,2026-02-12 21:10,2026-02-17,2026-02-19,422000,0,0,422000,0,,1
1336,132,0,R-2026-02-12-0000000c,408,user132,2026-02-12 22:15,2026-02-18,2026-02-21,633000,0,0,633000,0,,1
1337,133,0,R-2026-02-12-0000000d,208,user133,2026-02-12 23:20,2026-02-19,2026-02-20,140200,10,0,140400,0,,1
1338,134,0,R-2026-02-13-0000000e,213,user134,2026-02-13 0:25,2026-02-14,2026-02-16,91000,10,0,302400,1,2026-02-14 0:25,0
1339,135,0,R-2026-02-13-0000000f,261,user135,2026-02-13 6:20,2026-02-15,2026-02-18,123000,10,0,486000,0,,1
1340,136,0,R-2026-02-13-00000010,273,user136,2026-02-13 7:25,2026-02-16,2026-02-17,146300,10,0,119700,0,,1
1341,137,0,R-2026-02-13-00000011,17,user137,2026-02-13 8:30,2026-02-17,2026-02-19,145000,10,0,261000,0,,1
1342,138,0,R-2026-02-13-00000012,328,user138,2026-02-13 9:35,2026-02-18,2026-02-21,112000,10,0,423900,0,,1
1343,139,0,R-2026-02-13-00000013,119,user139,2026-02-13 10:40,2026-02-19,2026-02-20,131000,0,0,131000,0,,1
1344,140,0,R-2026-02-13-00000014,220,user140,2026-02-13 11:45,2026-02-20,2026-02-22,188000,10,0,289800,1,2026-02-14 11:45,0
1345,141,0,R-2026-02-13-00000015,121,user141,2026-02-13 12:50,2026-02-14,2026-02-17,155000,10,0,467100,0,,1
1346,142,0,R-2026-02-13-00000016,335,user142,2026-02-13 13:55,2026-02-15,2026-02-16,184000,10,0,154800,0,,1
1347,143,0,R-2026-02-13-00000017,223,user143,2026-02-13 15:00,2026-02-26,2026-02-28,108000,0,0,108000,0,,1
1348,144,0,R-2026-02-13-00000018,124,user144,2026-02-13 16:05,2026-02-17,2026-02-20,273000,0,0,273000,0,,1
1349,145,0,R-2026-02-13-00000019,25,user145,2026-02-13 17:10,2026-02-18,2026-02-19,96000,0,0,96000,0,,1
1350,146,0,R-2026-02-13-0000001a,226,user146,2026-02-13 18:15,2026-02-19,2026-02-21,133400,10,0,194400,0,,1
1351,147,0,R-2026-02-13-0000001b,237,user147,2026-02-13 19:20,2026-02-20,2026-02-23,354000,0,0,354000,1,2026-02-14 19:20,0
1352,148,0,R-2026-02-13-0000001c,118,user148,2026-02-13 20:25,2026-03-14,2026-03-15,119000,0,0,119000,0,,1
1353,0,186,R-20260213-y1z2a3b4,186,guest186,2026-02-13 21:21,2026-02-15,2026-02-19,663200,10,0,596880,0,,0
1354,149,0,R-2026-02-13-0000001d,29,user149,2026-02-13 21:30,2026-03-02,2026-03-04,130000,10,0,234000,0,,1
1355,150,0,R-2026-02-13-0000001e,390,user150,2026-02-13 22:35,2026-02-16,2026-02-19,183000,10,0,383400,0,,1
1356,151,0,R-2026-02-14-0000001f,410,user151,2026-02-14 6:20,2026-02-18,2026-02-19,245000,0,0,245000,0,,1
1357,0,187,R-20260214-z2a3b4c5,187,guest187,2026-02-14 7:07,2026-02-16,2026-02-20,792000,10,0,712800,1,2026-02-15 9:00,0
1358,152,0,R-2026-02-14-00000020,312,user152,2026-02-14 7:25,2026-02-19,2026-02-21,424000,0,0,424000,0,,1
1359,153,0,R-2026-02-14-00000021,333,user153,2026-02-14 8:30,2026-02-20,2026-02-23,119000,10,0,480600,0,,1
1360,154,0,R-2026-02-14-00000022,234,user154,2026-02-14 9:35,2026-02-21,2026-02-22,200500,10,0,92700,0,,1
1361,155,0,R-2026-02-14-00000023,1,user155,2026-02-14 10:40,2026-02-15,2026-02-17,164000,10,0,207000,0,,1
1362,156,0,R-2026-02-14-00000024,36,user156,2026-02-14 11:45,2026-03-01,2026-03-04,381000,0,0,381000,0,,1
1363,157,0,R-2026-02-14-00000025,227,user157,2026-02-14 12:50,2026-02-17,2026-02-18,145400,10,0,118800,0,,1
1364,158,0,R-2026-02-14-00000026,322,user158,2026-02-14 13:55,2026-02-18,2026-02-20,352000,0,0,352000,0,,1
1365,159,0,R-2026-02-14-00000027,139,user159,2026-02-14 15:00,2026-02-19,2026-02-22,173000,10,0,421200,0,,1
1366,160,0,R-2026-02-14-00000028,40,user160,2026-02-14 16:05,2026-02-20,2026-02-21,89000,0,0,89000,1,2026-02-15 16:05,0
1367,161,0,R-2026-02-14-00000029,411,user161,2026-02-14 17:10,2026-02-21,2026-02-23,514000,0,0,514000,0,,1
1368,162,0,R-2026-02-14-0000002a,12,user162,2026-02-14 18:15,2026-03-09,2026-03-12,122000,10,0,305100,1,2026-02-15 18:15,0
1369,163,0,R-2026-02-14-0000002b,313,user163,2026-02-14 19:20,2026-02-16,2026-02-17,134000,10,0,140400,1,2026-02-15 19:20,0
1370,164,0,R-2026-02-14-0000002c,14,user164,2026-02-14 20:25,2026-02-17,2026-02-19,168000,0,0,168000,0,,1
1371,165,0,R-2026-02-14-0000002d,145,user165,2026-02-14 21:30,2026-02-18,2026-02-21,507000,0,0,507000,0,,1
1372,166,0,R-2026-02-14-0000002e,300,user166,2026-02-14 22:35,2026-02-19,2026-02-20,136300,10,0,100800,0,,1
1373,167,0,R-2026-02-15-0000002f,120,user167,2026-02-15 6:20,2026-02-21,2026-02-23,286000,0,0,286000,0,,1
1374,168,0,R-2026-02-15-00000030,198,user168,2026-02-15 7:25,2026-02-22,2026-02-25,150300,10,0,367200,0,,1
1375,169,0,R-2026-02-15-00000031,252,user169,2026-02-15 8:30,2026-02-16,2026-02-17,127400,10,0,157500,0,,1
1376,170,0,R-2026-02-15-00000032,297,user170,2026-02-15 9:35,2026-02-17,2026-02-19,347800,0,0,347800,0,,1
1377,0,188,R-20260215-a3b4c5d6,188,guest188,2026-02-15 10:10,2026-02-17,2026-02-21,840000,10,0,756000,0,,0
1378,171,0,R-2026-02-15-00000033,344,user171,2026-02-15 10:40,2026-02-18,2026-02-21,588000,0,0,588000,0,,1
1379,172,0,R-2026-02-15-00000034,357,user172,2026-02-15 11:45,2026-02-19,2026-02-20,178000,0,0,178000,1,2026-02-16 11:45,0
1380,173,0,R-2026-02-15-00000035,377,user173,2026-02-15 12:50,2026-02-20,2026-02-22,170000,10,0,198000,0,,1
1381,174,0,R-2026-02-15-00000036,407,user174,2026-02-15 13:55,2026-02-21,2026-02-24,597000,0,0,597000,0,,1
1382,175,0,R-2026-02-15-00000037,385,user175,2026-02-15 15:00,2026-02-22,2026-02-23,136000,10,0,115200,0,,1
1383,176,0,R-2026-02-15-00000038,180,user176,2026-02-15 16:05,2026-02-16,2026-02-18,378000,0,0,378000,0,,1
1384,177,0,R-2026-02-15-00000039,48,user177,2026-02-15 17:10,2026-02-17,2026-02-20,136000,10,0,410400,0,,1
1385,178,0,R-2026-02-15-0000003a,160,user178,2026-02-15 18:15,2026-02-18,2026-02-19,54000,10,0,151200,0,,1
1386,179,0,R-2026-02-15-0000003b,204,user179,2026-02-15 19:20,2026-02-19,2026-02-21,176000,10,0,324000,0,,1
1387,180,0,R-2026-02-15-0000003c,293,user180,2026-02-15 20:25,2026-02-20,2026-02-23,70000,10,0,518400,0,,1
1388,181,0,R-2026-02-15-0000003d,366,user181,2026-02-15 21:30,2026-02-21,2026-02-22,172000,0,0,172000,0,,1
1389,182,0,R-2026-02-15-0000003e,406,user182,2026-02-15 22:35,2026-02-22,2026-02-24,374000,0,0,374000,0,,1
1390,0,189,R-20260216-b4c5d6e7,189,guest189,2026-02-16 2:02,2026-02-18,2026-02-22,888000,0,0,888000,0,,0
1391,183,0,R-2026-02-16-0000003f,395,user183,2026-02-16 6:20,2026-02-17,2026-02-20,180000,10,0,302400,0,,1
1392,184,0,R-2026-02-16-00000040,332,user184,2026-02-16 7:25,2026-02-18,2026-02-19,107000,10,0,101700,0,,1
1393,185,0,R-2026-02-16-00000041,330,user185,2026-02-16 8:30,2026-02-19,2026-02-21,136000,10,0,225000,0,,1
1394,186,0,R-2026-02-16-00000042,262,user186,2026-02-16 9:35,2026-02-20,2026-02-23,184000,10,0,369900,0,,1
1395,187,0,R-2026-02-16-00000043,60,user187,2026-02-16 10:40,2026-02-21,2026-02-22,192000,10,0,135900,0,,1
1396,188,0,R-2026-02-16-00000044,194,user188,2026-02-16 11:45,2026-02-22,2026-02-24,172000,10,0,293400,0,,1
1397,189,0,R-2026-02-16-00000045,221,user189,2026-02-16 12:50,2026-02-23,2026-02-26,200000,10,0,472500,0,,1
1398,190,0,R-2026-02-16-00000046,228,user190,2026-02-16 13:55,2026-02-17,2026-02-18,157400,10,0,88200,0,,1
1399,191,0,R-2026-02-16-00000047,290,user191,2026-02-16 15:00,2026-02-18,2026-02-20,144200,10,0,198000,0,,1
1400,192,0,R-2026-02-16-00000048,339,user192,2026-02-16 16:05,2026-02-19,2026-02-22,102000,10,0,329400,0,,1
1401,193,0,R-2026-02-16-00000049,392,user193,2026-02-16 17:10,2026-02-20,2026-02-21,161000,0,0,161000,0,,1
1402,194,0,R-2026-02-16-0000004a,384,user194,2026-02-16 18:15,2026-02-21,2026-02-23,212000,10,0,275400,0,,1
1403,196,0,R-2026-02-16-0000004c,127,user196,2026-02-16 20:25,2026-02-23,2026-02-24,158000,10,0,146700,0,,1
1404,197,0,R-2026-02-16-0000004d,202,user197,2026-02-16 21:30,2026-02-17,2026-02-19,152000,10,0,315000,0,,1
1405,198,0,R-2026-02-16-0000004e,258,user198,2026-02-16 22:35,2026-02-18,2026-02-21,183200,10,0,504900,0,,1
1406,199,0,R-2026-02-17-0000004f,179,user199,2026-02-17 6:20,2026-02-20,2026-02-21,177000,0,0,177000,0,,1
1407,200,0,R-2026-02-17-00000050,308,user200,2026-02-17 7:25,2026-02-21,2026-02-23,79000,10,0,169200,0,,1
1408,201,0,R-2026-02-17-00000051,398,user201,2026-02-17 8:30,2026-02-22,2026-02-25,255000,10,0,286200,1,2026-02-18 8:30,0
1409,202,0,R-2026-02-17-00000052,304,user202,2026-02-17 9:35,2026-02-23,2026-02-24,98000,10,0,107100,0,,1
1410,203,0,R-2026-02-17-00000053,125,user203,2026-02-17 10:40,2026-02-24,2026-02-26,206000,0,0,206000,0,,1
1411,204,0,R-2026-02-17-00000054,265,user204,2026-02-17 11:45,2026-02-18,2026-02-21,57000,10,0,386100,0,,1
1412,205,0,R-2026-02-17-00000055,291,user205,2026-02-17 12:50,2026-02-19,2026-02-20,156200,10,0,136800,0,,1
1413,206,0,R-2026-02-17-00000056,86,user206,2026-02-17 13:55,2026-02-20,2026-02-22,328000,0,0,328000,0,,1
1414,207,0,R-2026-02-17-00000057,87,user207,2026-02-17 15:00,2026-02-21,2026-02-24,528000,0,0,528000,0,,1
1415,208,0,R-2026-02-17-00000058,88,user208,2026-02-17 16:05,2026-02-22,2026-02-23,97000,10,0,87300,0,,1
1416,209,0,R-2026-02-17-00000059,89,user209,2026-02-17 17:10,2026-02-23,2026-02-25,218000,10,0,196200,0,,1
1417,210,0,R-2026-02-17-0000005a,90,user210,2026-02-17 18:15,2026-02-24,2026-02-27,363000,10,0,326700,1,2026-02-18 18:15,0
1418,0,190,R-20260217-c5d6e7f8,190,guest190,2026-02-17 18:18,2026-02-19,2026-02-23,473600,10,0,426240,0,,0
1419,211,0,R-2026-02-17-0000005b,91,user211,2026-02-17 19:20,2026-02-18,2026-02-19,146000,0,0,146000,0,,1
1420,212,0,R-2026-02-17-0000005c,92,user212,2026-02-17 20:25,2026-02-19,2026-02-21,316000,0,0,316000,0,,1
1421,213,0,R-2026-02-17-0000005d,93,user213,2026-02-17 21:30,2026-02-20,2026-02-23,510000,0,0,510000,0,,1
1422,214,0,R-2026-02-17-0000005e,94,user214,2026-02-17 22:35,2026-02-21,2026-02-22,170000,10,0,153000,0,,1
1423,215,0,R-2026-02-18-0000005f,95,user215,2026-02-18 6:20,2026-02-23,2026-02-25,364000,10,0,327600,0,,1
1424,216,0,R-2026-02-18-00000060,96,user216,2026-02-18 7:25,2026-02-24,2026-02-27,582000,10,0,523800,0,,1
1425,217,0,R-2026-02-18-00000061,97,user217,2026-02-18 8:30,2026-02-25,2026-02-26,78000,10,0,70200,0,,1
1426,218,0,R-2026-02-18-00000062,98,user218,2026-02-18 9:35,2026-02-19,2026-02-21,180000,10,0,162000,0,,1
1427,219,0,R-2026-02-18-00000063,99,user219,2026-02-18 10:40,2026-02-20,2026-02-23,306000,10,0,275400,0,,1
1428,220,0,R-2026-02-18-00000064,380,user220,2026-02-18 11:45,2026-02-21,2026-02-22,124000,10,0,111600,0,,1
1429,221,0,R-2026-02-18-0005yi5r,107,user221,2026-02-18 12:20,2026-02-20,2026-02-21,104000,0,0,104000,0,,1
1430,0,191,R-20260218-d6e7f8g9,191,guest191,2026-02-18 13:13,2026-02-20,2026-02-24,521600,10,0,469440,0,,0
1431,222,0,R-2026-02-18-0005yo9q,164,user222,2026-02-18 13:25,2026-02-21,2026-02-23,124000,10,0,316800,0,,1
1432,223,0,R-2026-02-18-0005yudp,212,user223,2026-02-18 14:30,2026-02-22,2026-02-25,79000,10,0,507600,0,,1
1433,224,0,R-2026-02-18-0005z0ho,253,user224,2026-02-18 15:35,2026-02-23,2026-02-24,174400,0,0,174400,0,,1
1434,225,0,R-2026-02-18-0005z6ln,280,user225,2026-02-18 16:40,2026-02-20,2026-02-22,142000,10,0,277200,0,,1
1435,226,0,R-2026-02-18-0005zcpm,311,user226,2026-02-18 17:45,2026-02-25,2026-02-28,600000,0,0,600000,0,,1
1436,227,0,R-2026-02-18-0005ziva,350,user227,2026-02-18 18:50,2026-02-20,2026-02-21,178000,10,0,160200,0,,1
1437,228,0,R-2026-02-18-0005zoh9,391,user228,2026-02-18 19:55,2026-02-21,2026-02-23,298000,0,0,298000,0,,1
1438,229,0,R-2026-02-18-0005zum8,405,user229,2026-02-18 21:00,2026-02-22,2026-02-25,292000,10,0,545400,0,,1
1439,230,0,R-2026-02-18-0005zzq7,419,user230,2026-02-18 22:05,2026-02-23,2026-02-24,241000,10,0,88200,0,,1
1440,231,0,R-2026-02-19-000605u6,61,user231,2026-02-19 6:20,2026-02-25,2026-02-27,176000,0,0,176000,0,,1
1441,232,0,R-2026-02-19-00060by5,270,user232,2026-02-19 7:25,2026-02-26,2026-03-01,573000,0,0,573000,0,,1
1442,233,0,R-2026-02-19-00060i24,135,user233,2026-02-19 8:30,2026-02-21,2026-02-22,122000,10,0,140400,0,,1
1443,0,192,R-20260219-e7f8g9h0,192,guest192,2026-02-19 9:09,2026-02-21,2026-02-25,569600,10,0,512640,0,,0
1444,234,0,R-2026-02-19-00060o63,275,user234,2026-02-19 9:35,2026-02-22,2026-02-24,125800,10,0,302400,0,,1
1445,235,0,R-2026-02-19-00060ub2,360,user235,2026-02-19 10:40,2026-02-23,2026-02-26,202000,10,0,486000,0,,1
1446,236,0,R-2026-02-19-000610f1,244,user236,2026-02-19 11:45,2026-02-24,2026-02-25,166900,0,0,166900,0,,1
1447,237,0,R-2026-02-19-000616j0,3,user237,2026-02-19 12:50,2026-02-25,2026-02-27,188000,10,0,261000,0,,1
1448,238,0,R-2026-02-19-00061cnz,8,user238,2026-02-19 13:55,2026-02-26,2026-03-01,190000,10,0,423900,1,2026-02-20 13:55,0
1449,239,0,R-2026-02-19-00061iry,190,user239,2026-02-19 15:00,2026-02-24,2026-02-25,118400,0,0,118400,0,,1
1450,240,0,R-2026-02-19-00061ovx,149,user240,2026-02-19 16:05,2026-02-22,2026-02-24,155000,10,0,289800,0,,1
1451,241,0,R-2026-02-19-00061uzw,193,user241,2026-02-19 17:10,2026-02-23,2026-02-26,160000,10,0,467100,0,,1
1452,242,0,R-2026-02-19-0006203v,227,user242,2026-02-19 18:15,2026-02-24,2026-02-25,145400,10,0,154800,0,,1
1453,243,0,R-2026-02-19-0006267u,253,user243,2026-02-19 19:20,2026-03-19,2026-03-21,523200,0,0,523200,0,,1
1454,244,0,R-2026-02-19-00062cbt,283,user244,2026-02-19 20:25,2026-02-26,2026-03-01,177900,10,0,529200,1,2026-02-20 20:25,0
1455,245,0,R-2026-02-19-00062ifu,245,user245,2026-02-19 21:30,2026-02-21,2026-02-22,178900,0,0,178900,0,,1
1456,246,0,R-2026-02-19-00062ojs,378,user246,2026-02-19 22:35,2026-02-22,2026-02-24,182000,10,0,194400,1,2026-02-20 22:35,0
1457,247,0,R-2026-02-20-00062uor,272,user247,2026-02-20 6:20,2026-02-24,2026-02-27,134300,10,0,324000,0,,1
1458,248,0,R-2026-02-20-000630sq,419,user248,2026-02-20 7:25,2026-02-25,2026-02-26,241000,10,0,106200,1,2026-02-21 7:25,0
1459,249,0,R-2026-02-20-000636wp,110,user249,2026-02-20 8:30,2026-02-26,2026-02-28,150000,10,0,234000,0,,1
1460,250,0,R-2026-02-20-00063d0o,113,user250,2026-02-20 9:35,2026-02-27,2026-03-02,537000,10,0,483300,0,,1
1461,251,0,R-2026-02-20-00063j4n,28,user251,2026-02-20 10:40,2026-02-22,2026-02-23,118000,10,0,138600,0,,1
1462,252,0,R-2026-02-20-00063p8m,59,user252,2026-02-20 11:45,2026-02-23,2026-02-25,180000,10,0,298800,0,,1
1463,253,0,R-2026-02-20-00063vcl,126,user253,2026-02-20 12:50,2026-02-24,2026-02-27,345000,0,0,345000,0,,1
1464,254,0,R-2026-02-20-000640gk,164,user254,2026-02-20 13:55,2026-02-25,2026-02-26,124000,10,0,92700,1,2026-02-21 13:55,0
1465,255,0,R-2026-02-20-000646kj,399,user255,2026-02-20 15:00,2026-02-26,2026-02-28,267000,10,0,207000,0,,1
1466,256,0,R-2026-02-20-00064coi,364,user256,2026-02-20 16:05,2026-02-27,2026-03-02,444000,0,0,444000,0,,1
1467,257,0,R-2026-02-20-00064isp,366,user257,2026-02-20 17:10,2026-02-22,2026-02-23,172000,0,0,172000,0,,1
1468,258,0,R-2026-02-20-00064ouh,323,user258,2026-02-20 18:15,2026-02-23,2026-02-25,376000,0,0,376000,0,,1
1469,259,0,R-2026-02-20-00064uyg,280,user259,2026-02-20 19:20,2026-02-24,2026-02-27,142000,10,0,421200,0,,1
1470,260,0,R-2026-02-20-0006512f,401,user260,2026-02-20 20:25,2026-02-25,2026-02-26,233000,0,0,233000,0,,1
1471,261,0,R-2026-02-20-0006576e,281,user261,2026-02-20 21:30,2026-02-26,2026-02-28,154000,10,0,181800,0,,1
1472,262,0,R-2026-02-20-00065dam,251,user262,2026-02-20 22:35,2026-02-27,2026-03-02,115400,10,0,305100,0,,1
1473,0,193,R-20260220-f8g9h0i1,193,guest193,2026-02-20 23:23,2026-02-26,2026-03-02,640000,0,0,640000,0,,0
1474,0,194,R-20260221-g9h0i1j2,194,guest194,2026-02-21 4:04,2026-02-24,2026-02-28,688000,10,0,619200,0,,0
1475,263,0,R-2026-02-21-00065igo,164,user263,2026-02-21 6:20,2026-02-23,2026-02-24,124000,10,0,140400,0,,1
1476,264,0,R-2026-02-21-00065osb,107,user264,2026-02-21 7:25,2026-02-24,2026-02-26,208000,0,0,208000,0,,1
1477,265,0,R-2026-02-21-00065uy3,116,user265,2026-02-21 8:30,2026-02-25,2026-02-28,88000,10,0,486000,0,,1
1478,266,0,R-2026-02-21-0006612y,153,user266,2026-02-21 9:35,2026-02-26,2026-02-27,113000,0,0,113000,0,,1
1479,267,0,R-2026-02-21-0006676m,191,user267,2026-02-21 10:40,2026-02-27,2026-03-01,260800,0,0,260800,0,,1
1480,268,0,R-2026-02-21-00066daa,206,user268,2026-02-21 11:45,2026-02-28,2026-03-03,330000,0,0,330000,0,,1
1481,269,0,R-2026-02-21-00066igo,230,user269,2026-02-21 12:50,2026-02-23,2026-02-24,166000,10,0,157500,0,,1
1482,270,0,R-2026-02-21-00066oum,260,user270,2026-02-21 13:55,2026-02-24,2026-02-26,111000,10,0,336600,0,,1
1483,271,0,R-2026-02-21-00066usy,294,user271,2026-02-21 15:00,2026-02-25,2026-02-28,820000,10,0,537300,0,,1
1484,272,0,R-2026-02-21-0006712v,325,user272,2026-02-21 16:05,2026-02-26,2026-02-27,168000,10,0,88200,0,,1
1485,273,0,R-2026-02-21-0006776u,391,user273,2026-02-21 17:10,2026-02-27,2026-03-01,298000,0,0,298000,0,,1
1486,274,0,R-2026-02-21-00067daa,52,user274,2026-02-21 18:15,2026-02-20,2026-02-23,294000,0,0,294000,0,,1
1487,275,0,R-2026-02-21-00067ifo,15,user275,2026-02-21 19:20,2026-02-23,2026-02-24,180000,0,0,180000,1,2026-02-22 19:20,0
1488,1,0,R-2026-02-21-00067osn,356,user1,2026-02-21 20:25,2026-02-24,2026-02-26,332000,0,0,332000,0,,1
1489,2,0,R-2026-02-21-00067uwn,365,user2,2026-02-21 21:30,2026-02-25,2026-02-28,480000,0,0,480000,0,,1
1490,3,0,R-2026-02-21-0006810m,18,user3,2026-02-21 22:35,2026-02-26,2026-02-27,157000,10,0,151200,0,,1
1491,4,0,R-2026-02-22-0006874l,255,user4,2026-02-22 6:20,2026-02-28,2026-03-02,396800,0,0,396800,0,,1
1492,5,0,R-2026-02-22-00068d8k,39,user5,2026-02-22 7:25,2026-03-09,2026-03-12,156000,10,0,518400,0,,1
1493,6,0,R-2026-02-22-00068jcl,347,user6,2026-02-22 8:30,2026-02-24,2026-02-25,111000,10,0,79200,0,,1
1494,7,0,R-2026-02-22-00068pgm,409,user7,2026-02-22 9:35,2026-02-25,2026-02-27,466000,0,0,466000,0,,1
1495,8,0,R-2026-02-22-00068uln,23,user8,2026-02-22 10:40,2026-02-26,2026-03-01,184000,10,0,302400,1,2026-02-23 10:40,0
1496,9,0,R-2026-02-22-000690po,401,user9,2026-02-22 11:45,2026-02-27,2026-02-28,233000,0,0,233000,0,,1
1497,10,0,R-2026-02-22-000696to,80,user10,2026-02-22 12:50,2026-02-28,2026-03-02,188000,0,0,188000,0,,1
1498,11,0,R-2026-02-22-00069cxo,61,user11,2026-02-22 13:55,2026-03-01,2026-03-04,264000,0,0,264000,0,,1
1499,12,0,R-2026-02-22-00069j1o,177,user12,2026-02-22 15:00,2026-02-24,2026-02-25,79000,10,0,135900,0,,1
1500,0,195,R-20260222-h0i1j2k3,195,guest195,2026-02-22 15:15,2026-02-24,2026-02-28,736000,10,0,662400,0,,0
1501,13,0,R-2026-02-22-00069p5o,77,user13,2026-02-22 16:05,2026-02-25,2026-02-27,175000,10,0,293400,0,,1
1502,14,0,R-2026-02-22-00069v9o,107,user14,2026-02-22 17:10,2026-02-26,2026-03-01,312000,0,0,312000,0,,1
1503,15,0,R-2026-02-22-0006a0do,28,user15,2026-02-22 18:15,2026-02-27,2026-02-28,118000,10,0,88200,0,,1
1504,16,0,R-2026-02-22-0006a6ho,11,user16,2026-02-22 19:20,2026-02-28,2026-03-02,110000,10,0,198000,0,,1
1505,17,0,R-2026-02-22-0006aclo,2,user17,2026-02-22 20:25,2026-03-01,2026-03-04,176000,10,0,329400,0,,1
1506,18,0,R-2026-02-22-0006ahpo,341,user18,2026-02-22 21:30,2026-02-24,2026-02-25,138000,10,0,126900,1,2026-02-23 21:30,0
1507,19,0,R-2026-02-22-0006anxo,174,user19,2026-02-22 22:35,2026-02-25,2026-02-27,244000,0,0,244000,0,,1
1508,20,0,R-2026-02-23-0006at1o,5,user20,2026-02-23 6:10,2026-02-27,2026-03-02,462000,0,0,462000,0,,1
1509,21,0,R-2026-02-23-a1b2c301,1,user21,2026-02-23 6:20,2026-02-25,2026-02-26,164000,10,0,164000,0,,1
1510,22,0,R-2026-02-23-a1b2c302,12,user22,2026-02-23 7:25,2026-02-26,2026-02-28,244000,10,0,219600,0,,1
1511,23,0,R-2026-02-23-a1b2c303,27,user23,2026-02-23 8:30,2026-02-27,2026-03-02,360000,0,0,360000,0,,1
1512,24,0,R-2026-02-23-a1b2c304,39,user24,2026-02-23 9:35,2026-02-28,2026-03-01,156000,10,0,140400,0,,1
1513,25,0,R-2026-02-23-a1b2c305,52,user25,2026-02-23 10:40,2026-03-01,2026-03-03,196000,0,0,196000,0,,1
1514,0,196,R-20260223-i1j2k3l4,196,guest196,2026-02-23 11:11,2026-02-25,2026-03-01,505200,10,0,454680,0,,0
1515,26,0,R-2026-02-23-a1b2c306,68,user26,2026-02-23 11:45,2026-03-02,2026-03-05,489000,10,0,440100,1,2026-02-24 11:45,0
1516,27,0,R-2026-02-23-a1b2c307,81,user27,2026-02-23 12:50,2026-02-25,2026-02-26,106000,0,0,106000,0,,1
1517,28,0,R-2026-02-23-a1b2c308,95,user28,2026-02-23 13:55,2026-02-26,2026-02-28,364000,10,0,327600,0,,1
1518,29,0,R-2026-02-23-a1b2c309,108,user29,2026-02-23 15:00,2026-02-27,2026-03-02,348000,0,0,348000,0,,1
1519,30,0,R-2026-02-23-a1b2c310,124,user30,2026-02-23 16:05,2026-02-28,2026-03-01,91000,0,0,91000,0,,1
1520,31,0,R-2026-02-23-a1b2c311,142,user31,2026-02-23 17:10,2026-03-05,2026-03-07,152000,10,0,136800,0,,1
1521,32,0,R-2026-02-24-a1b2c312,154,user32,2026-02-24 6:20,2026-02-26,2026-03-01,456000,10,0,410400,0,,1
1522,33,0,R-2026-02-24-a1b2c313,166,user33,2026-02-24 7:25,2026-02-27,2026-02-28,178000,10,0,160200,0,,1
1523,0,197,R-20260224-j2k3l4m5,197,guest197,2026-02-24 8:22,2026-02-26,2026-03-02,553200,10,0,497880,0,,0
1524,34,0,R-2026-02-24-a1b2c314,175,user34,2026-02-24 8:30,2026-02-28,2026-03-02,110000,10,0,99000,0,,1
1525,35,0,R-2026-02-24-a1b2c315,181,user35,2026-02-24 9:35,2026-03-01,2026-03-04,516900,10,0,465210,1,2026-02-25 9:35,0
1526,36,0,R-2026-02-24-a1b2c316,190,user36,2026-02-24 10:40,2026-03-02,2026-03-03,118400,0,0,118400,0,,1
1527,37,0,R-2026-02-24-a1b2c317,203,user37,2026-02-24 11:45,2026-03-09,2026-03-11,328000,10,0,295200,1,2026-02-25 11:45,0
1528,38,0,R-2026-02-24-a1b2c318,218,user38,2026-02-24 12:50,2026-02-26,2026-03-01,395700,10,0,356130,0,,1
1529,39,0,R-2026-02-24-a1b2c319,231,user39,2026-02-24 13:55,2026-02-27,2026-02-28,178000,10,0,160200,1,2026-02-25 13:55,0
1530,40,0,R-2026-02-24-a1b2c320,243,user40,2026-02-24 15:00,2026-02-28,2026-03-02,164000,10,0,147600,0,,1
